model_key,model,condition_name,factor_id,tone_strength,injection_position,false_text_form,answer_format,response_schema,n,conflict_aligned_n,conflict_aligned_rate,conflict_aligned_ci_low,conflict_aligned_ci_high,faithful_n,faithful_rate,faithful_ci_low,faithful_ci_high,parse_error_n,parse_error_rate
internvl2_8b,InternVL2-8B,F1_quoted_claim,quoted_claim_user,assertive,question_body,quoted_false_claim,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.012642971224546,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
internvl2_8b,InternVL2-8B,F2_indirect_hint,indirect_hint_user,suggestive,question_body,indirect_hint,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.012642971224546,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
internvl2_8b,InternVL2-8B,F3_title_prefix,title_prefix_framing,assertive,title_prefix,title_or_prefix,constrained_short_label,one_label_from_primary_space,300,108,0.36,0.3077693351731858,0.4157706967696869,192,0.64,0.584229303230313,0.6922306648268142,0,0.0
internvl2_8b,InternVL2-8B,F4_presupposition_no_correction,presupposition_no_correction,presuppositional,question_body,presupposition_without_correction_cue,constrained_short_label,one_label_from_primary_space,300,19,0.0633333333333333,0.0409168823839152,0.0967913124855216,281,0.9366666666666666,0.9032086875144784,0.9590831176160848,0,0.0
internvl2_8b,InternVL2-8B,F5_previous_turn_context,previous_turn_false_context,assertive,previous_user_turn,previous_turn_false_statement,constrained_short_label,one_label_from_primary_space,300,35,0.1166666666666666,0.0850931346146629,0.1579331433241557,265,0.8833333333333333,0.8420668566758442,0.9149068653853368,0,0.0
llava15_7b,LLaVA-1.5-7B,F1_quoted_claim,quoted_claim_user,assertive,question_body,quoted_false_claim,constrained_short_label,one_label_from_primary_space,300,2,0.0066666666666666,0.0018301483579117,0.0239775832503069,297,0.99,0.97101650663766,0.9965933815622848,0,0.0
llava15_7b,LLaVA-1.5-7B,F2_indirect_hint,indirect_hint_user,suggestive,question_body,indirect_hint,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333,0.0005886577218511,0.0186366936945312,298,0.9933333333333332,0.9760224167496928,0.9981698516420882,0,0.0
llava15_7b,LLaVA-1.5-7B,F3_title_prefix,title_prefix_framing,assertive,title_prefix,title_or_prefix,constrained_short_label,one_label_from_primary_space,300,96,0.32,0.2697753585604896,0.3747761110803469,203,0.6766666666666666,0.6217915462510746,0.7270746039162523,0,0.0
llava15_7b,LLaVA-1.5-7B,F4_presupposition_no_correction,presupposition_no_correction,presuppositional,question_body,presupposition_without_correction_cue,constrained_short_label,one_label_from_primary_space,300,49,0.1633333333333333,0.1258064331944025,0.209373167430125,251,0.8366666666666667,0.7906268325698749,0.8741935668055973,0,0.0
llava15_7b,LLaVA-1.5-7B,F5_previous_turn_context,previous_turn_false_context,assertive,previous_user_turn,previous_turn_false_statement,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.012642971224546,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F1_quoted_claim,quoted_claim_user,assertive,question_body,quoted_false_claim,constrained_short_label,one_label_from_primary_space,300,0,0.0,0.0,0.012642971224546,300,1.0,0.9873570287754538,0.9999999999999998,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F2_indirect_hint,indirect_hint_user,suggestive,question_body,indirect_hint,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333,0.0005886577218511,0.0186366936945312,299,0.9966666666666668,0.9813633063054688,0.9994113422781488,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F3_title_prefix,title_prefix_framing,assertive,title_prefix,title_or_prefix,constrained_short_label,one_label_from_primary_space,300,13,0.0433333333333333,0.0254964480844072,0.0727174656340114,287,0.9566666666666668,0.9272825343659884,0.9745035519155928,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F4_presupposition_no_correction,presupposition_no_correction,presuppositional,question_body,presupposition_without_correction_cue,constrained_short_label,one_label_from_primary_space,300,102,0.34,0.2887202040964927,0.395325546695362,198,0.66,0.604674453304638,0.7112797959035073,0,0.0
qwen2vl7b,Qwen2-VL-7B-Instruct,F5_previous_turn_context,previous_turn_false_context,assertive,previous_user_turn,previous_turn_false_statement,constrained_short_label,one_label_from_primary_space,300,1,0.0033333333333333,0.0005886577218511,0.0186366936945312,299,0.9966666666666668,0.9813633063054688,0.9994113422781488,0,0.0
